Station_ID,Date_Time,Dry_Bulb,RH,Pressure
KVGT,01-01-2017 23:15 MST,11,71.27,93151.95
KVGT,01-01-2017 23:35 MST,11,71.27,93151.95
KVGT,01-01-2017 23:55 MST,11,71.27,93151.95
KVGT,01-02-2017 00:15 MST,12,66.71,93089.41
KVGT,01-02-2017 00:35 MST,12,66.71,93058.14
KVGT,01-02-2017 00:55 MST,12,62.24,93026.87
KVGT,01-02-2017 01:15 MST,12,62.24,92995.6
KVGT,01-02-2017 01:35 MST,12,62.24,92964.34
KVGT,01-02-2017 01:55 MST,12,58.03,92964.34
KVGT,01-02-2017 02:15 MST,13,54.35,92933.06
KVGT,01-02-2017 02:35 MST,13,50.65,92901.79
KVGT,01-02-2017 02:55 MST,13,54.35,92901.79
KVGT,01-02-2017 03:15 MST,13,58.29,92870.52
KVGT,01-02-2017 03:35 MST,13,58.29,92870.52
KVGT,01-02-2017 03:55 MST,13,58.29,92870.52
KVGT,01-02-2017 04:15 MST,13,58.29,92870.52
KVGT,01-02-2017 04:35 MST,14,54.62,92870.52
KVGT,01-02-2017 04:55 MST,13,58.29,92870.52
KVGT,01-02-2017 05:15 MST,17,11.63,94090.03
KVGT,01-02-2017 05:35 MST,16,12.39,94121.31
KVGT,01-02-2017 05:55 MST,14,15.28,94121.31
KVGT,01-02-2017 06:15 MST,13,16.31,94121.31
KVGT,01-02-2017 06:35 MST,12,17.41,94152.57
KVGT,01-02-2017 06:55 MST,12,18.86,94183.85
KVGT,01-02-2017 07:15 MST,12,20.43,94183.85
KVGT,01-02-2017 07:35 MST,10,23.33,94215.11
KVGT,01-02-2017 07:55 MST,10,25.24,94215.11
KVGT,01-02-2017 08:15 MST,10,25.24,94246.38
KVGT,01-02-2017 08:35 MST,10,25.24,94277.65
KVGT,01-02-2017 08:55 MST,9,24.95,94277.65
KVGT,01-02-2017 09:15 MST,9,24.95,94277.65
KVGT,01-02-2017 09:35 MST,8,24.65,94308.92
KVGT,01-02-2017 09:55 MST,8,24.65,94308.92
KVGT,01-02-2017 10:15 MST,8,24.65,94308.92
KVGT,01-02-2017 10:35 MST,7,26.4,94340.19
KVGT,01-02-2017 10:55 MST,7,26.4,94340.19
KVGT,01-02-2017 11:15 MST,7,28.58,94371.46
KVGT,01-02-2017 11:35 MST,6,30.62,94371.46
KVGT,01-02-2017 11:55 MST,7,30.92,94402.73
KVGT,01-02-2017 12:15 MST,7,30.92,94402.73
KVGT,01-02-2017 12:35 MST,7,28.58,94402.73
KVGT,01-02-2017 12:55 MST,7,28.58,94371.46
KVGT,01-02-2017 13:15 MST,6,30.62,94371.46
KVGT,01-02-2017 13:35 MST,7,30.92,94402.73
